DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVK: Slovakia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.521,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVK: Slovakia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.533,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.519,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.545,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.564,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.579,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.589,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.596,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.6,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.604,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.608,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.613,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.619,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,4.403,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,4.413,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,4.428,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,4.443,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,4.455,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,4.459,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,4.452,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,4.434,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,4.403,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,4.361,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,4.309,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,6.865,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,6.765,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,6.664,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,6.563,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,6.462,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,6.363,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,6.265,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,6.168,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,6.072,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,5.978,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SOM: Somalia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,5.885,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.598,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.582,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.561,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.537,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.511,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.484,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.457,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.43,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.405,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.381,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.358,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.76414419383905,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.69209498005393,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.62751106990948,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.57106073691822,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.52325492165155,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.48373288652553,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.4512441679108,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.42331406210315,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.39693675588067,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.37104146529944,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.34638234015344,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,5.376,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,5.286,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,5.197,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,5.108,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,5.022,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,4.937,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,4.855,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,4.775,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,4.696,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,4.619,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,4.543,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.402,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.378,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.353,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.333,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.32,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.314,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.316,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.323,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.333,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.344,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.356,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.248,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.237,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.227,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
